[2023-02-08 18:41:32.143563300] [thread  10424 ] [  info  ] [Zmq_send2cherry] [Zmq_send2cherry] [0006] | zmq版本:  4 3 0    (4us)
[2023-02-08 21:45:43.725848200] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | Now is changing...    (197073us)
[2023-02-08 21:45:44.533887000] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0159] | Now is changing...    (808038us)
[2023-02-08 21:45:44.728017700] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | Now is changing...    (194130us)
[2023-02-08 21:45:45.528979500] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0159] | Now is changing...    (800961us)
[2023-02-08 21:45:45.726173100] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | Now is changing...    (197193us)
[2023-02-08 21:45:46.530794800] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0159] | Now is changing...    (804621us)
[2023-02-08 21:45:46.726256800] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | Now is changing...    (195462us)
[2023-02-08 21:45:47.528720300] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0162] | start parse db...    (802463us)
[2023-02-08 21:45:47.557680600] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0164] | parse db end    (28960us)
[2023-02-08 21:45:47.726795500] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | exporte to html...    (169114us)
[2023-02-08 21:45:55.378205900] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | export html end    (7651410us)
[2023-02-08 21:46:09.900015900] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | 9    (14521810us)
[2023-02-08 21:46:09.900090600] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | 9    (74us)
[2023-02-08 21:46:10.056188000] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | 9    (156097us)
[2023-02-08 21:46:10.056233900] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | 99    (45us)
[2023-02-08 21:46:15.864626200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (5808392us)
[2023-02-08 21:46:15.867061800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0177] |     (2435us)
[2023-02-08 21:46:39.648461800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | b    (23781400us)
[2023-02-08 21:46:39.648522700] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | b    (60us)
[2023-02-08 21:46:39.763055500] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | a    (114532us)
[2023-02-08 21:46:39.763105300] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | ba    (49us)
[2023-02-08 21:46:39.795915500] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | i    (32810us)
[2023-02-08 21:46:39.795979500] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | bai    (64us)
[2023-02-08 21:46:40.222167600] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0171] | ba    (426188us)
[2023-02-08 21:46:40.222237200] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] |     (69us)
[2023-02-08 21:46:40.222288900] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | ba    (51us)
[2023-02-08 21:46:40.377031700] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0171] | b    (154742us)
[2023-02-08 21:46:40.377119200] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] |     (87us)
[2023-02-08 21:46:40.377164700] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | b    (45us)
[2023-02-08 21:46:40.550269300] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0171] |     (173104us)
[2023-02-08 21:46:40.550316800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] |     (47us)
[2023-02-08 21:46:40.550356100] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] |     (39us)
[2023-02-08 21:46:40.671255100] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | b    (120899us)
[2023-02-08 21:46:40.671307400] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | b    (52us)
[2023-02-08 21:46:40.797101300] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | a    (125793us)
[2023-02-08 21:46:40.797163800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | ba    (62us)
[2023-02-08 21:46:40.871036600] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | i    (73872us)
[2023-02-08 21:46:40.871098000] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | bai    (61us)
[2023-02-08 21:46:40.953166700] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | d    (82068us)
[2023-02-08 21:46:40.953399400] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | baid    (232us)
[2023-02-08 21:46:41.096059800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | u    (142660us)
[2023-02-08 21:46:41.096112400] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | baidu    (52us)
[2023-02-08 21:46:47.207826400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (6111714us)
[2023-02-08 21:46:47.211505100] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0177] |     (3678us)
[2023-02-08 21:47:11.386701600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--edit插入文本_185.html    (24175196us)
[2023-02-08 21:47:11.483022600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--无边框窗口移动_426.html    (96321us)
[2023-02-08 21:47:12.665622200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--无边框窗口移动_426.html    (1182599us)
[2023-02-08 21:47:13.853723900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--edit插入文本_185.html    (1188101us)
[2023-02-08 21:47:14.298074300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--edit插入文本_185.html    (444350us)
[2023-02-08 21:47:14.377379900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--我爱破解论坛_330.html    (79305us)
[2023-02-08 21:47:14.731670600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--我爱破解论坛_330.html    (354290us)
[2023-02-08 21:47:15.234284600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (502614us)
[2023-02-08 21:48:08.216611200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (52982326us)
[2023-02-08 21:48:17.366656600] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | Now is changing...    (9150045us)
[2023-02-08 21:48:17.532851400] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0162] | start parse db...    (166194us)
[2023-02-08 21:48:17.581674200] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0164] | parse db end    (48822us)
[2023-02-08 21:48:18.368025500] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | exporte to html...    (786351us)
[2023-02-08 21:48:21.167875900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\2022--十一月--19_周六_452.html    (2799850us)
[2023-02-08 21:48:22.946174300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1778298us)
[2023-02-08 21:48:23.878905200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (932730us)
[2023-02-08 21:48:24.078388700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--12_580.html    (199483us)
[2023-02-08 21:48:25.046411600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (968022us)
[2023-02-08 21:48:26.219455300] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | export html end    (1173043us)
[2023-02-08 21:48:31.542786400] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0159] | Now is changing...    (5323331us)
[2023-02-08 21:48:32.210717200] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | exporte to html...    (667930us)
[2023-02-08 21:48:32.542673000] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0162] | start parse db...    (331955us)
[2023-02-08 21:48:32.570379500] [thread  10424 ] [  info  ] [cherry-snippet.] [monitor_file_ch] [0164] | parse db end    (27706us)
[2023-02-08 21:48:37.697770200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (5127390us)
[2023-02-08 21:48:38.475429100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (777658us)
[2023-02-08 21:48:39.426896800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---bd_171.html    (951467us)
[2023-02-08 21:48:39.562798900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--v2base64_192.html    (135902us)
[2023-02-08 21:48:39.739456300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--百度_338.html    (176657us)
[2023-02-08 21:48:40.174244100] [thread  14652 ] [  info  ] [data2html.ah2..] [monitor_html_ch] | export html end    (434787us)
[2023-02-08 21:48:40.174415200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@软件--百度网盘_364.html    (171us)
[2023-02-08 21:48:40.373591600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--百度_338.html    (199176us)
[2023-02-08 21:48:40.709557900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--v2base64_192.html    (335966us)
[2023-02-08 21:48:40.905913300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---bd_171.html    (196355us)
[2023-02-08 21:48:41.367357800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件_170.html    (461444us)
[2023-02-08 21:48:41.494120500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--json_feiyue_源码_224.html    (126762us)
[2023-02-08 21:48:41.539717300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--json_feiyue_源码_224.html    (45596us)
[2023-02-08 21:48:41.703993800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--json_feiyue_源码_224.html    (164276us)
[2023-02-08 21:48:41.847233200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--json在线_445.html    (143239us)
[2023-02-08 21:48:42.048439500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@cpp--代码段--demo--jsoncpp作为配置文件_548.html    (201206us)
[2023-02-08 21:48:42.239687500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@cpp--代码段--demo--cjsonobject创建二维数组_550.html    (191248us)
[2023-02-08 21:48:42.404293400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--json_feiyue_源码_224.html    (164605us)
[2023-02-08 21:48:42.569775100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--json在线_445.html    (165481us)
[2023-02-08 21:48:43.039948100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (470173us)
[2023-02-08 21:50:26.817126900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (103777178us)
[2023-02-08 21:50:27.127083700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (309956us)
[2023-02-08 21:52:37.465851100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (130338767us)
[2023-02-08 21:52:37.715463600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (249612us)
[2023-02-08 21:52:37.748511800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (33048us)
[2023-02-08 21:52:37.780907400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--vscode调试launch_228.html    (32395us)
[2023-02-08 21:52:37.814750200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---cal_172.html    (33842us)
[2023-02-08 21:52:38.505333500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--edit插入文本_185.html    (690583us)
[2023-02-08 21:52:38.781180900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--文字提示gui_240.html    (275847us)
[2023-02-08 21:52:39.143108000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--文字提示gui_240.html    (361927us)
[2023-02-08 21:52:39.498166100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--文字提示gui_240.html    (355058us)
[2023-02-08 21:52:40.450450600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--文字提示gui_240.html    (952284us)
[2023-02-08 21:52:40.589147300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--获取光标位置_244.html    (138696us)
[2023-02-08 21:52:41.180834300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--thqby_gitee_310.html    (591687us)
[2023-02-08 21:52:41.364549600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--thqby_github_311.html    (183715us)
[2023-02-08 21:52:41.549912400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--获取光标位置_244.html    (185362us)
[2023-02-08 21:52:41.734966000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--thqby_gitee_310.html    (185053us)
[2023-02-08 21:52:41.913614800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--thqby_github_311.html    (178648us)
[2023-02-08 21:52:42.749641500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (836026us)
[2023-02-08 21:52:54.949762500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--edit插入文本_185.html    (12200121us)
[2023-02-08 21:52:55.052180700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--我爱破解论坛_330.html    (102418us)
[2023-02-08 21:52:55.503557000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--我爱破解论坛_330.html    (451376us)
[2023-02-08 21:52:55.834289400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (330732us)
[2023-02-08 21:53:07.924544900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---bd_171.html    (12090255us)
[2023-02-08 21:53:08.038946600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--文本转图片bitmap_205.html    (114401us)
[2023-02-08 21:53:08.808168000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--必应_328.html    (769221us)
[2023-02-08 21:53:09.298351300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (490183us)
[2023-02-08 21:54:35.419072600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---cal_172.html    (86120721us)
[2023-02-08 21:54:35.526623800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--vscode调试launch_228.html    (107551us)
[2023-02-08 21:54:35.576658300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (50034us)
[2023-02-08 21:54:35.678418200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (101759us)
[2023-02-08 21:54:35.730171500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (51753us)
[2023-02-08 21:54:35.826282000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (96110us)
[2023-02-08 21:54:36.122034600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (295752us)
[2023-02-08 21:58:53.470649300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (257348614us)
[2023-02-08 21:58:53.588723000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--vpn_554.html    (118073us)
[2023-02-08 21:58:53.829370700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--vpn_554.html    (240647us)
[2023-02-08 21:58:54.176326000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (346955us)
[2023-02-08 22:01:51.736168300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--dialog_175.html    (177559842us)
[2023-02-08 22:01:51.871184600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@软件--tgp_354.html    (135016us)
[2023-02-08 22:01:52.263178800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--dialog_175.html    (391994us)
[2023-02-08 22:01:52.609035400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (345856us)
[2023-02-08 22:01:52.762161100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--vpn_554.html    (153125us)
[2023-02-08 22:01:53.340099100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (577938us)
[2023-02-08 22:14:37.839969800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--dialog_175.html    (764499870us)
[2023-02-08 22:14:37.922926100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--imgui模板_187.html    (82956us)
[2023-02-08 22:14:38.547378800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--imgui模板_187.html    (624452us)
[2023-02-08 22:14:38.712437100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--dialog_175.html    (165058us)
[2023-02-08 22:14:39.143119900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--dialog_175.html    (430682us)
[2023-02-08 22:14:39.274111600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--imgui模板_187.html    (130991us)
[2023-02-08 22:14:39.525183300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--google谷歌_296.html    (251071us)
[2023-02-08 22:14:40.211447800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (686264us)
[2023-02-08 22:35:15.374097800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1235162650us)
[2023-02-08 22:45:29.657715200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--代码美化pretty_179.html    (614283617us)
[2023-02-08 22:45:29.815820500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--youtube_317.html    (158105us)
[2023-02-08 22:45:29.964503800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--feiyue正则匹配所有结果_223.html    (148683us)
[2023-02-08 22:45:30.037392500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--youtube_317.html    (72888us)
[2023-02-08 22:45:30.124216400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--youtube_317.html    (86823us)
